Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|I3VM54|I3VM54_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=1,18.6685251,18.77470752,18.66662889,19.13355346,19.09433486,19.13139703
tr|I6L894|I6L894_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1,11.05213526,10.85440525,10.12645636,11.5875537,11.55723576,11.89344478
tr|I6L8A6|I6L8A6_HUMAN DNA endonuclease RBBP8 OS=Homo sapiens OX=9606 GN=RBBP8 PE=1 SV=1,12.61433913,12.95142678,12.68989335,12.61547749,13.20215918,12.92889195
tr|J3KMW3|J3KMW3_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1,19.21680739,19.48526248,19.34095741,19.87796842,19.7899247,19.86839934
tr|J3KMX2|J3KMX2_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=1,18.37580782,18.32493015,18.47555334,18.33290792,18.48745849,18.36803268
tr|J3KMY5|J3KMY5_HUMAN NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1,20.62959226,21.20769688,20.69783137,19.61405915,19.42000461,19.55202841
tr|J3KMZ7|J3KMZ7_HUMAN Integrator complex subunit 2 OS=Homo sapiens OX=9606 GN=INTS2 PE=1 SV=1,16.21257281,16.36490555,16.35233124,15.90520779,16.17283163,15.89956375
tr|J3KMZ8|J3KMZ8_HUMAN Zinc finger protein ubi-d4 OS=Homo sapiens OX=9606 GN=DPF2 PE=1 SV=1,19.5123145,19.54123614,19.4612833,19.39787386,19.31702445,19.38825785
tr|J3KMZ9|J3KMZ9_HUMAN Low-density lipoprotein receptor (Fragment) OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1,20.63381035,20.80918208,20.7052252,20.45775619,20.31524234,20.42109472
tr|J3KN01|J3KN01_HUMAN Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=1,21.1947264,21.16306237,21.17165299,21.63090129,21.61195373,21.60955124
tr|J3KN18|J3KN18_HUMAN Cytoplasmic polyadenylation element-binding protein 2 OS=Homo sapiens OX=9606 GN=CPEB2 PE=1 SV=1,15.0311182,14.89239486,14.61687438,15.99068116,15.99975264,16.10095793
tr|J3KN29|J3KN29_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=1,20.47164244,20.77729882,20.56678329,20.75384811,20.69145921,20.73064999
tr|J3KN66|J3KN66_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=1,19.01986754,18.9891289,19.0419523,18.52743949,18.63056257,18.57152332
tr|J3KN67|J3KN67_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,19.52170813,19.52398213,19.20761233,16.91127499,16.6680986,16.88551323
tr|J3KN75|J3KN75_HUMAN TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=1,18.49291331,18.38257857,18.46956754,17.30163557,17.41482027,17.3271524
tr|J3KN87|J3KN87_HUMAN Serine/threonine-protein kinase Chk1 OS=Homo sapiens OX=9606 GN=CHEK1 PE=1 SV=1,19.43923565,19.36231192,19.39610854,20.44031583,20.39695246,20.41007188
tr|J3KNB3|J3KNB3_HUMAN Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Homo sapiens OX=9606 GN=DAPP1 PE=1 SV=1,11.70217885,10.62009573,11.235989,11.25717815,10.16286345,10.50291487
tr|J3KNB8|J3KNB8_HUMAN Mitogen-activated protein kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP3K4 PE=1 SV=1,16.49761265,16.37949903,16.40281686,15.93748482,15.96037996,16.01398387
tr|J3KNE0|J3KNE0_HUMAN RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=RGPD3 PE=4 SV=2,19.56295101,19.5385815,19.51410319,19.25419158,19.39121978,19.30182878
tr|J3KNF4|J3KNF4_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1,18.99208125,18.81486842,18.84204677,18.87310544,19.06490284,18.95448145
tr|J3KNF5|J3KNF5_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=1,18.61657494,18.42288648,18.6698868,18.11085306,17.39636557,18.24349322
"tr|J3KNN3|J3KNN3_HUMAN Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Homo sapiens OX=9606 GN=PHKG2 PE=1 SV=1",16.58832153,16.49834376,16.59313518,16.09235829,16.13542019,15.99404998
tr|J3KNN7|J3KNN7_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=1,18.26707656,18.49731953,18.32594523,18.44532528,18.40434498,18.43633202
tr|J3KNS1|J3KNS1_HUMAN Cytosolic carboxypeptidase 1 OS=Homo sapiens OX=9606 GN=AGTPBP1 PE=1 SV=1,15.92944722,15.88706992,16.02942754,17.66172603,17.68301645,17.60782815
tr|J3KNW4|J3KNW4_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=1,21.84943331,22.4923723,22.02267641,20.49891845,20.67259812,20.54327849
tr|J3KP58|J3KP58_HUMAN CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2,15.31325663,15.07821129,15.30945921,14.55777152,14.62201282,14.62145338
tr|J3KP75|J3KP75_HUMAN Phosphatase and actin regulator OS=Homo sapiens OX=9606 GN=PHACTR2 PE=1 SV=1,10.28760795,10.34262769,10.92737446,10.79251694,10.62411575,10.99064841
tr|J3KP90|J3KP90_HUMAN Cyclin-C OS=Homo sapiens OX=9606 GN=CCNC PE=1 SV=1,13.13836106,13.13686255,13.17386852,13.11267604,12.43259673,12.95629278
"tr|J3KPD3|J3KPD3_HUMAN RNA binding motif protein 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=RBM7 PE=1 SV=1",17.62181004,17.58519571,17.63212494,18.32025846,18.39110372,18.34848669
tr|J3KPF0|J3KPF0_HUMAN Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens OX=9606 GN=HECTD4 PE=1 SV=3,14.3163907,14.38729358,14.23247341,14.50004523,14.64096663,14.59104918
tr|J3KPF9|J3KPF9_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF3A PE=1 SV=1,19.16257063,19.08942697,19.24075144,19.13045021,19.01910702,19.05389689
tr|J3KPG5|J3KPG5_HUMAN Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens OX=9606 GN=BAZ2A PE=1 SV=1,16.89213936,17.02693752,16.88373526,16.9412025,16.88002022,16.83435844
tr|J3KPH8|J3KPH8_HUMAN Histone deacetylase OS=Homo sapiens OX=9606 GN=HDAC7 PE=1 SV=1,16.52122365,16.53469746,16.53130501,15.43202886,15.78246943,15.56488631
tr|J3KPJ3|J3KPJ3_HUMAN Calcium/calmodulin-dependent protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=CAMKK1 PE=1 SV=1,14.70814087,14.85908103,15.10913062,12.82406617,12.62925708,12.90949807
"tr|J3KPP0|J3KPP0_HUMAN 39S ribosomal protein L42, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL42 PE=1 SV=1",18.85090928,18.76064666,18.81435783,18.60622987,18.60236857,18.50045645
tr|J3KPT0|J3KPT0_HUMAN Dipeptidyl peptidase 8 OS=Homo sapiens OX=9606 GN=DPP8 PE=1 SV=1,16.80214205,16.66697149,16.80577075,16.60612676,16.5366841,16.51498749
tr|J3KPT4|J3KPT4_HUMAN TraB domain-containing protein OS=Homo sapiens OX=9606 GN=TRABD PE=1 SV=1,16.37542685,16.26216178,16.44580216,15.31728088,15.3849634,15.2071879
tr|J3KPY9|J3KPY9_HUMAN Anthrax toxin receptor OS=Homo sapiens OX=9606 GN=ANTXR2 PE=1 SV=1,18.38504912,18.21093171,18.34685034,20.02051009,20.08112615,20.12337344
tr|J3KPZ4|J3KPZ4_HUMAN Nuclear nucleic acid-binding protein C1D OS=Homo sapiens OX=9606 GN=C1D PE=1 SV=1,19.17535785,19.53553814,19.3449363,19.38312462,19.48591925,19.50923849
tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,23.77032925,23.71764496,23.7734528,23.95026201,23.8819686,23.93198743
tr|J3KQ40|J3KQ40_HUMAN TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=1,14.63801441,14.5401156,14.51094317,13.55009615,13.82633823,13.62152538
"tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",20.70142199,20.98406297,20.8039473,20.73879704,20.66198238,20.73758968
tr|J3KQ72|J3KQ72_HUMAN F-box only protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=FBXO6 PE=1 SV=1,12.93635134,13.29792003,12.87475224,13.937608,14.52026524,14.50636002
tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1,20.58353102,20.53655037,20.55517268,21.24119387,21.27318631,21.31099786
tr|J3KQL8|J3KQL8_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=2,14.95368113,14.93070213,15.12658346,14.48523011,14.18849601,14.28306851
tr|J3KQR7|J3KQR7_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=1,18.75109504,18.61785536,18.70796889,17.11436598,17.29458399,17.06467899
tr|J3KQW3|J3KQW3_HUMAN Transmembrane protein 44 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM44 PE=1 SV=1,11.10252245,10.56534885,11.23778572,11.51658885,10.55601212,11.13675189
"tr|J3KQY1|J3KQY1_HUMAN 39S ribosomal protein L22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL22 PE=1 SV=1",20.29709559,20.26112832,20.31793952,19.96893087,20.02612847,19.99909032
"tr|J3KR35|J3KR35_HUMAN Coiled-coil domain containing 12, isoform CRA_a OS=Homo sapiens OX=9606 GN=CCDC12 PE=1 SV=1",16.15125407,16.17261912,16.2337449,16.84571068,17.08641048,16.8732556
tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2,22.962432,22.98864368,23.00515997,22.72414384,22.67257861,22.69860145
tr|J3KR51|J3KR51_HUMAN HCG1787564 OS=Homo sapiens OX=9606 GN=ZNF525 PE=1 SV=1,0,0,0,0,0,0
"tr|J3KR69|J3KR69_HUMAN Tetratricopeptide repeat domain 12, isoform CRA_d OS=Homo sapiens OX=9606 GN=TTC12 PE=1 SV=1",16.29911959,16.23274286,16.29537161,17.97363023,17.99190034,17.87386126
tr|J3KR72|J3KR72_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1,16.50038989,16.676232,16.66019043,16.73548524,16.54221674,16.6682487
tr|J3KRR7|J3KRR7_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1,14.34926914,14.38299486,14.17064823,13.3330507,13.95114191,13.60075996
tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8,18.69388152,18.65879328,18.61675104,18.45990012,18.77906332,18.65134577
tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=8,19.61511738,19.46272234,19.53430453,18.4747894,18.43750403,18.47396444
tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,10.88009196,0,11.16935374,11.34829267,10.93088093,11.66297982
tr|J3KS67|J3KS67_HUMAN Golgi apparatus membrane protein TVP23 homolog OS=Homo sapiens OX=9606 GN=TVP23B PE=1 SV=1,15.88501993,15.73489681,15.90064447,16.33967919,16.49285942,16.36422378
tr|J3KSH1|J3KSH1_HUMAN Archaemetzincin-2 (Fragment) OS=Homo sapiens OX=9606 GN=AMZ2 PE=1 SV=1,16.55483252,16.2657424,16.51059466,16.11768297,15.61585899,15.44618797
"tr|J3KSJ3|J3KSJ3_HUMAN Protoheme IX farnesyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=COX10 PE=1 SV=1",12.19089477,11.87327639,12.53149556,12.40350269,12.26816631,11.73793655
tr|J3KSJ7|J3KSJ7_HUMAN Chromosome transmission fidelity protein 8 homolog (Fragment) OS=Homo sapiens OX=9606 GN=CHTF8 PE=1 SV=1,14.45503538,15.12177342,14.8142696,14.72399498,14.96207569,14.74525091
tr|J3KSQ6|J3KSQ6_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1,18.55611001,18.58275323,18.43816677,19.07881621,18.98059239,19.02087204
tr|J3KSZ8|J3KSZ8_HUMAN Male-specific lethal 1 homolog OS=Homo sapiens OX=9606 GN=MSL1 PE=1 SV=1,11.39965021,10.90822622,11.296585,12.32365887,12.00228429,12.08639456
"tr|J3KTA1|J3KTA1_HUMAN F-box and leucine-rich repeat protein 20, isoform CRA_a OS=Homo sapiens OX=9606 GN=FBXL20 PE=1 SV=1",14.35660408,14.55016122,14.51023962,14.1288225,13.67088118,13.73119996
tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,24.46468766,24.51463761,24.46532582,24.75654595,24.71465672,24.71282888
tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=8,23.93371584,23.89909637,23.94349904,24.52025969,24.39401184,24.47943454
tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,23.77434519,23.85347084,23.78868124,23.89081131,23.84619473,23.841049
tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,20.5209733,20.59854274,20.51235,21.493051,21.39719816,21.42563259
tr|J3QL06|J3QL06_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,15.45028981,14.98517644,14.80146441,14.96987082,14.76969979,15.06604012
tr|J3QL71|J3QL71_HUMAN Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=1,17.92090997,18.10429304,18.08020329,17.66102356,17.65490355,17.76464302
tr|J3QLB2|J3QLB2_HUMAN Zinc transporter ZIP11 (Fragment) OS=Homo sapiens OX=9606 GN=SLC39A11 PE=1 SV=8,20.32969041,20.33874051,20.32138253,20.15209895,20.26855006,20.14451619
"tr|J3QLS3|J3QLS3_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=1",21.51995622,21.57133849,21.58118428,21.11498377,21.20870649,21.2423725
tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1,23.0466911,22.95124072,23.00228409,22.60338217,22.86217396,22.70490554
tr|J3QQJ5|J3QQJ5_HUMAN Trafficking protein particle complex subunit 8 OS=Homo sapiens OX=9606 GN=TRAPPC8 PE=1 SV=1,19.63201171,19.52727977,19.56963314,19.50981937,19.67109244,19.59999241
tr|J3QQW9|J3QQW9_HUMAN Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=1,17.88467606,17.76011615,17.81129654,18.41970167,18.4926923,18.41029376
tr|J3QQZ9|J3QQZ9_HUMAN Pyridoxine-5-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=2,19.71573088,19.7063036,19.80884527,19.74493224,19.70698388,19.80383534
tr|J3QR07|J3QR07_HUMAN YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=1,19.5030255,19.4828174,19.48054899,19.76894538,19.73101543,19.64490499
tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,22.53494215,22.44302048,22.52723038,22.24606797,22.32313438,22.25086591
tr|J3QR43|J3QR43_HUMAN Intraflagellar transport protein 20 homolog OS=Homo sapiens OX=9606 GN=IFT20 PE=1 SV=1,17.91068339,17.89584845,17.89620863,17.5493209,17.57966783,17.60583488
tr|J3QRK9|J3QRK9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,14.98183386,14.79241594,14.68242492,13.1510384,13.60614944,13.15393267
tr|J3QRM9|J3QRM9_HUMAN ORM1-like protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ORMDL3 PE=1 SV=1,19.41047552,19.41010791,19.51085126,18.67196517,18.74490407,18.54703677
tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=1,22.79940643,23.01607455,22.88636035,23.66823825,23.00610714,22.76072661
tr|J3QRS9|J3QRS9_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1,21.39162857,21.38103678,21.45592819,21.10453858,21.15273825,21.13426721
tr|J3QRU1|J3QRU1_HUMAN Tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=1,19.58230718,19.77881017,19.63473791,18.75506051,18.98686701,18.97343163
tr|J3QRU4|J3QRU4_HUMAN Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=4 SV=2,10.87199485,10.39742883,9.495576935,11.12190256,10.672501,10.70815215
tr|J3QRV5|J3QRV5_HUMAN Lethal(2) giant larvae protein homolog 2 OS=Homo sapiens OX=9606 GN=LLGL2 PE=1 SV=1,13.65494821,14.30022094,14.13364698,15.39860898,15.2792707,15.15272471
tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=1,17.19843321,17.14190196,17.2305252,16.63842957,16.59487626,16.75600392
tr|J3QS47|J3QS47_HUMAN Cytochrome b561 OS=Homo sapiens OX=9606 GN=CYB561 PE=1 SV=1,13.48641977,13.32158817,13.52867432,13.52915949,13.55187046,13.75748426
tr|J3QS48|J3QS48_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=1,20.52969952,20.46412586,20.42698307,19.66018133,19.67556978,19.83148425
tr|J3QSS3|J3QSS3_HUMAN ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=2,10.51404139,9.516267937,10.60689461,10.13567226,0,10.92461091
tr|J3QT10|J3QT10_HUMAN N-lysine methyltransferase SETD6 OS=Homo sapiens OX=9606 GN=SETD6 PE=1 SV=1,13.46632263,13.50086094,12.98705372,13.19334853,13.29520484,13.34401454
"tr|J3QT39|J3QT39_HUMAN Coiled-coil domain containing 14, isoform CRA_c OS=Homo sapiens OX=9606 GN=CCDC14 PE=1 SV=2",11.02496624,10.16100741,10.72327367,10.40291164,10.37022116,10.22555068
tr|J3QTA2|J3QTA2_HUMAN BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1 PE=1 SV=1,17.96616956,18.39212774,18.11230621,18.45177359,18.62010328,18.59528918
tr|J3QTA6|J3QTA6_HUMAN MICOS complex subunit OS=Homo sapiens OX=9606 GN=CHCHD6 PE=1 SV=1,17.8455498,17.77081779,17.84011557,16.22272259,16.37048147,16.15715975
tr|J9JIC5|J9JIC5_HUMAN Protein Njmu-R1 OS=Homo sapiens OX=9606 GN=C17orf75 PE=1 SV=1,19.39887001,19.30181501,19.30080227,20.07159377,20.15065672,20.11230255
tr|J9JIE6|J9JIE6_HUMAN Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=1,20.16800867,20.07542146,20.08754298,20.30848194,20.4013698,20.39239092
tr|K4DI92|K4DI92_HUMAN RWD domain containing 4A OS=Homo sapiens OX=9606 GN=RWDD4 PE=1 SV=1,18.20744226,18.15345774,18.25262454,18.62938436,18.50093693,18.46871008
"tr|K4DI93|K4DI93_HUMAN Cullin 4B, isoform CRA_e OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=1",24.90000951,24.9269956,24.88751751,23.22749719,23.24994028,23.29217639
tr|K4DIA7|K4DIA7_HUMAN Tetraspanin (Fragment) OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=1,20.21387741,21.04230098,20.34360099,20.45313964,20.46738118,20.48186936
"tr|K7EIE8|K7EIE8_HUMAN Methyl-CpG binding domain protein 3, isoform CRA_b OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1",17.65860245,17.79938318,17.74024977,18.62033564,18.61060147,18.65988544
tr|K7EIG1|K7EIG1_HUMAN Clustered mitochondria protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,13.41148984,12.93756926,13.5342441,13.41854806,13.45774847,13.80306664
tr|K7EIJ0|K7EIJ0_HUMAN WW domain-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1,19.4580143,19.64995466,19.72609152,20.51762164,20.22556636,20.2987649
tr|K7EIU8|K7EIU8_HUMAN Mothers against decapentaplegic homolog OS=Homo sapiens OX=9606 GN=SMAD4 PE=1 SV=1,19.99137984,19.90922268,19.91316796,19.46077124,19.32363865,19.29574532
tr|K7EIY1|K7EIY1_HUMAN Protein FAM32A OS=Homo sapiens OX=9606 GN=FAM32A PE=1 SV=1,16.05233474,15.96968809,15.7240907,16.89688537,17.02416919,16.94131029
"tr|K7EIY8|K7EIY8_HUMAN Chromosome 18 open reading frame 37, isoform CRA_a OS=Homo sapiens OX=9606 GN=INO80C PE=1 SV=1",11.71484546,11.95615807,12.79140329,12.21454441,11.763478,12.16872796
tr|K7EJH0|K7EJH0_HUMAN Kinetochore protein Spc24 (Fragment) OS=Homo sapiens OX=9606 GN=SPC24 PE=1 SV=1,20.18367923,20.04226593,20.14245534,20.26537039,20.32201336,20.2341642
tr|K7EJS5|K7EJS5_HUMAN Major facilitator superfamily domain-containing protein 12 (Fragment) OS=Homo sapiens OX=9606 GN=MFSD12 PE=1 SV=1,12.95750206,13.03774659,12.84092161,13.34677098,13.76724905,13.34351433
tr|K7EK07|K7EK07_HUMAN Histone H3 (Fragment) OS=Homo sapiens OX=9606 GN=H3F3B PE=1 SV=1,22.05341819,21.70621842,21.47386811,20.40562186,20.71115195,20.90669267
tr|K7EK60|K7EK60_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1,14.50946519,14.45789085,14.51778892,17.20579842,17.1822374,17.26042008
"tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1",22.47031002,22.64135899,22.48383345,23.04854986,22.99820956,23.04230669
tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,13.33291367,13.42549002,13.29257418,13.73370775,13.81636969,13.94048643
tr|K7ELB1|K7ELB1_HUMAN DNA (cytosine-5)-methyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=1,0,9.449647309,0,11.22700672,11.69598174,11.53146162
tr|K7ELH7|K7ELH7_HUMAN Glucose-induced degradation protein 4 homolog (Fragment) OS=Homo sapiens OX=9606 GN=GID4 PE=1 SV=1,11.86415141,11.60985942,11.7763704,11.66126015,11.0074207,12.00540253
tr|K7ELH8|K7ELH8_HUMAN Probable C-mannosyltransferase DPY19L3 OS=Homo sapiens OX=9606 GN=DPY19L3 PE=1 SV=1,14.85597764,14.90227467,15.04324107,14.37495145,14.41714485,14.46393908
tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,23.61209045,23.54306952,23.58845832,24.05915928,24.06169915,24.0556547
tr|K7ELP0|K7ELP0_HUMAN Tropomyosin alpha-4 chain (Fragment) OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1,20.01669095,20.02879955,19.81087873,19.14885313,19.19391356,19.00938395
tr|K7ELQ4|K7ELQ4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1,17.16842195,17.07923573,17.15825369,17.09592855,17.07880585,17.11725811
tr|K7ELQ9|K7ELQ9_HUMAN Transmembrane protein 205 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1,20.07268029,20.06406303,20.08436176,19.51097415,19.69190388,19.61838368
tr|K7EM02|K7EM02_HUMAN Katanin p60 ATPase-containing subunit A-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=1,21.13586921,21.06459362,21.13966748,21.29698825,21.16189218,21.20463255
tr|K7EMK9|K7EMK9_HUMAN Phospholipid phosphatase 2 (Fragment) OS=Homo sapiens OX=9606 GN=PLPP2 PE=1 SV=2,15.24201709,15.28436436,15.34074981,17.07861527,17.12922449,17.00511412
tr|K7EMP1|K7EMP1_HUMAN Coiled-coil and C2 domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,12.80495189,12.81200493,12.6520705,12.77290671,12.93560345,12.97273351
tr|K7EMQ3|K7EMQ3_HUMAN Dynamin-2 (Fragment) OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,16.00693884,16.04242309,16.14120444,16.88889964,17.0192864,17.01043175
tr|K7EN08|K7EN08_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIX PE=1 SV=1,16.99337766,17.23534487,17.04436079,16.57818309,16.40831671,16.18841408
tr|K7EN78|K7EN78_HUMAN R3H domain-containing protein 4 OS=Homo sapiens OX=9606 GN=R3HDM4 PE=1 SV=1,13.98026249,14.39912642,13.73627711,14.25962545,14.62227721,14.51003926
tr|K7ENL9|K7ENL9_HUMAN Regulator of MON1-CCZ1 complex OS=Homo sapiens OX=9606 GN=RMC1 PE=1 SV=1,17.28478354,17.23637761,17.30007729,17.23974135,17.19276614,17.25091476
tr|K7ENT6|K7ENT6_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=2,22.82292994,22.97459045,22.73550315,22.32275578,22.36648356,22.2348865
tr|K7EP59|K7EP59_HUMAN Serine/threonine-protein kinase STK11 OS=Homo sapiens OX=9606 GN=STK11 PE=1 SV=2,14.75318716,15.2412569,14.84085193,15.08957746,15.18229247,15.03545346
